"long","lat","coeff","pval","countries","cumDHI","wdpa_prox","ecoregions","sumTotalMammals_300","sumTotalBirds_300","sumTotalAmphibians_300","sumTotalReptiles_300","sumTotalMammals_crit_300","sumTotalBirds_crit_300","sumTotalAmphibians_crit_300","sumTotalReptiles_crit_300","global_wui_sum_Int16","gdp_1990","gdp_2015","gdp_change","gdp_rel_change","continents","biomes","wdpa_categories"
30.778,2.22,4.37,0.2512,32,41,220,14,161,543,25,87,6,14,0,2,900,1268,737,-531,58,2,1,-32768
41.258,33.233,0.42,0,90,9,1696,433,18,82,0,20,1,7,0,1,0,11516,14018,2502,122,2,13,-32768
18.634,13.468,1.34,0.0153,115,18,245,598,41,247,4,21,3,15,0,1,0,1110,2044,934,184,2,7,-32768
18.68,11.737,2.01,0.025,115,25,76,598,57,282,9,27,3,15,0,1,0,1110,2044,934,184,2,7,-32768
-7.777,8.947,-1.42,0.1823,96,36,228,292,102,314,24,53,5,7,0,3,0,3220,3290,70,102,2,7,-32768
34.675,-16.953,5.33,0.0316,123,29,120,808,121,378,38,75,5,12,0,2,0,486,1669,1183,343,2,7,-32768
24.895,-27.54,12.42,0.3204,37,18,1297,358,67,259,12,50,4,9,0,0,900,12020,14317,2297,119,2,13,-32768
28.616,1.791,2.02,0.0012,32,41,0,497,155,427,38,95,13,5,0,2,0,1268,737,-531,58,2,1,2
45.347,15.616,0.1,0.8265,163,5,1043,827,26,92,1,19,0,6,0,0,0,3392,3769,377,111,2,13,-32768
18.311,-4.634,2.34,0.035,32,39,951,674,104,257,16,82,5,3,0,4,212,1268,737,-531,58,2,7,-32768
22.3,-15.988,1.29,0.0152,81,28,132,813,86,353,30,57,5,13,0,0,0,2318,3658,1340,158,2,9,-32768
38.322,17.939,-15.89,0.4731,86,6,236,203,36,210,2,17,2,10,0,1,0,1753,3927,2174,224,2,13,-32768
43.759,2.319,1.76,0,16,21,1262,638,55,206,10,55,1,5,0,0,0,622,378,-244,61,2,7,-32768
47.322,25.991,2.02,8e-04,106,9,149,38,19,82,0,23,1,5,0,1,0,35343,50284,14941,142,2,13,-32768
35.519,22.979,-0.73,0.0503,162,5,411,589,27,147,0,24,3,7,0,0,0,1753,3927,2174,224,2,13,-32768
0.547,28.856,1.35,0.1033,122,11,2318,774,15,70,0,16,1,4,0,0,0,10239,13823,3584,135,2,13,-32768
31.042,14.058,6.05,0.0127,86,12,1553,598,40,255,3,18,2,18,0,1,0,1753,3927,2174,224,2,7,-32768
2.091,6.497,0.61,0.7998,101,40,216,292,91,327,23,79,3,3,0,5,900,1921,1824,-97,95,2,7,-32768
8.993,16.134,0.95,0,149,9,186,598,35,130,3,25,1,10,0,1,0,906,897,-9,99,2,7,-32768
37.238,25.686,3.38,0.0603,106,5,103,588,22,118,1,24,0,8,0,1,0,35343,50284,14941,142,2,13,-32768
11.508,16.527,0.61,0,149,7,0,598,27,95,2,22,4,9,0,0,0,906,897,-9,99,2,7,4
3.336,8.041,10.58,0.21,100,30,154,292,98,314,24,70,2,4,0,3,792,2987,7872,4885,264,2,7,-32768
26.427,22.354,0,1,162,8,1895,216,10,45,0,20,1,3,0,0,0,6014,10250,4236,170,2,13,-32768
24.723,-7.412,13.02,0.0431,32,34,611,152,93,299,19,63,2,3,0,2,0,1268,737,-531,58,2,7,-32768
-14.383,19.89,0.99,0.0011,164,4,593,652,17,84,1,23,1,4,0,0,0,2816,3710,894,132,2,13,-32768
-2.635,21.953,0.58,6e-04,98,8,1936,652,11,55,0,17,1,4,0,0,0,893,2285,1392,256,2,13,-32768
33.594,-11.009,7.74,0,18,32,15,152,140,460,39,52,3,15,0,0,0,746,1113,367,149,2,7,-32768
4.729,14.101,3.44,1e-04,149,14,718,598,44,263,5,33,1,13,0,1,0,906,897,-9,99,2,7,-32768
